order_id,order_date,customer_id,product_name,category,sub_category,region,state,quantity,unit_price,discount,sales,profit,ship_mode,segment
ORD-010167,2024-05-30,CUST-5173, Wireless Keyboard ,Technology, Accessories ,CENTRAL,COLORADO,4,77.65,0.05,294.8,98.36,STANDARD CLASS,consumer
ORD-010168,05/21/2024,CUST-4330,SMART LED MONITOR,Technology,MONITORS,west,WASHINGTON,4,230.13,0.11,$820.96,137.37,first class,Home Office
ORD-010169,05/27/2024,CUST-1784,premium notebook bundle, Office Supplies , Paper ,WEST, Oregon ,1,17.73,0.07,$16.53,7.06,STANDARD CLASS, Consumer 
ORD-010170,05/30/2024,CUST-1284,Smart LED Monitor,Technology,monitors,EAST, New Jersey ,6,226.06,0.11,1201.39,191.79,Standard Class, Corporate 
ORD-010171,09-May-2024,CUST-9118,wireless keyboard, Technology , Accessories , South ,tennessee,1,76.49,0.08,70.63,21.01,First Class,HOME OFFICE
ORD-010172,26-May-2024,CUST-2663,ergonomic office chair,Furniture,chairs,EAST,Massachusetts,4,210.73,0.15,714.46,-21.88, Second Class , Corporate 
ORD-010173,06/01/2024,CUST-2595,premium notebook bundle,Office Supplies, Paper ,east,NEW JERSEY,5,18.22,0.14,78.42,28.56,first class,HOME OFFICE
ORD-010174,06/12/2024,CUST-9055,SMART LED MONITOR,Technology,MONITORS,WEST,washington,7,239.8,0.09,1532.28,287.29,standard class,corporate
ORD-010175,06/15/2024,CUST-8682,compact printer,Technology,Printers,EAST,PENNSYLVANIA,1,148.22,0.07,137.39,-0.53,standard class,Corporate
ORD-010176,12-Jun-2024,CUST-8376,WIRELESS KEYBOARD,Technology, Accessories ,south, Georgia ,2,77.38,0.15,131.51,31.21, First Class ,CONSUMER
ORD-010177,2024-06-27,CUST-3225,modular bookshelf,Furniture, Storage ,East,New Jersey,3,165.53,0.19,403.52,-56.08, Second Class ,home office
ORD-010178,25-Jun-2024,CUST-8061,wireless keyboard,Technology,Accessories,east,NEW YORK,5,$71.93,0.06,336.37,104.18, Standard Class ,Corporate
ORD-010179,06/03/2024,CUST-5801,Ergonomic Office Chair,Furniture, Chairs , East ,pennsylvania,4,211.46,0.14,725.07,-13.61, Standard Class ,home office
ORD-010180,06/26/2024,CUST-7285,SMART LED MONITOR,TECHNOLOGY,MONITORS,WEST,california,5,228.42,0.04,"$1,091.99",243.67,FIRST CLASS,Home Office
ORD-010181,2024-06-21,CUST-8985,Cordless Phone Dock,Technology,Accessories, East ,NEW YORK,1,58.45,0.11,51.78,9.51,standard class,CORPORATE
ORD-010182,23-Jun-2024,CUST-6204, Smart LED Monitor ,technology,monitors,WEST, California ,2,$213.11,0.13,372.88,55.6, Second Class , Corporate 
ORD-010183,11-Jun-2024,CUST-5059,WIRELESS KEYBOARD,TECHNOLOGY,Accessories,central,Minnesota,2,73.3,0.04,141.19,48.09, Standard Class ,Consumer
ORD-010184,2024-06-02,CUST-4911,Smart LED Monitor, Technology , Monitors ,south,FLORIDA,5,$214.17,0.14,924.97,123.96,STANDARD CLASS, Corporate 
ORD-010185,2024-06-25,CUST-8436, Wireless Keyboard ,TECHNOLOGY,accessories,WEST, Oregon ,5,79.19,0.02,389.5,$137.40,STANDARD CLASS,Consumer
ORD-010186,2024-06-27,CUST-7469,ergonomic office chair,FURNITURE,chairs,east,new jersey,4,202.99,0.11,725.19,13.62,standard class, Corporate 
ORD-010187,06/21/2024,CUST-4733,compact printer, Technology ,Printers, East ,new york,4,142.12,0.08,523.01,$-7.23, Standard Class ,CONSUMER
ORD-010188,2024-06-04,CUST-5833,Wireless Keyboard,Technology,Accessories,West,Washington,2,72.12,0.06,135.58,43.08,standard class,Corporate
ORD-010189,06/04/2024,CUST-9879,SMART LED MONITOR,Technology,monitors, South ,georgia,3,245.87,0.15,629.98,80.89,Second Class,corporate
ORD-010190,2024-06-18,CUST-6513,SMART LED MONITOR, Technology ,Monitors,SOUTH,TENNESSEE,4,239.04,0.14,818.35,$105.92, Same Day ,Corporate
ORD-010191,2024-06-27,CUST-2523,PREMIUM NOTEBOOK BUNDLE,office supplies,PAPER,west,WASHINGTON,4,17.96,0.13,62.84,24.59,SECOND CLASS,Consumer
ORD-010192,2024-06-22,CUST-2401, Wireless Keyboard , Technology ,Accessories,South, Tennessee ,4,$71.99,0.09,263.36,75.46,Standard Class,consumer
ORD-010193,2024-06-06,CUST-2767,desk organizer set,OFFICE SUPPLIES,Storage,SOUTH,North Carolina,5,34.7,0.15,147.35,47.08,FIRST CLASS, Corporate 
ORD-010194,2024-06-17,CUST-5221,Smart LED Monitor,TECHNOLOGY,monitors,Central,illinois,4,223.87,0.1,807.44,143.51, Second Class ,CONSUMER
ORD-010195,19-Jun-2024,CUST-3171,modular bookshelf,Furniture, Storage ,west, North Carolina ,1,182.15,0.19,147.08,-20.74,Second Class,Consumer
ORD-010196,06/15/2024,CUST-8462,WIRELESS KEYBOARD,TECHNOLOGY,accessories,Central,texas,1,$71.79,0.06,67.55,21.89,SAME DAY,CONSUMER
ORD-010197,14-Jun-2024,CUST-7923, Smart LED Monitor ,Technology,Monitors,SOUTH,florida,2,231.08,0.15,394.97,50.22,STANDARD CLASS,corporate
ORD-010198,06/01/2024,CUST-4401,Wireless Keyboard,technology,accessories,east,Pennsylvania,1,79.77,0.11,71.28,20.22, Standard Class ,Corporate
ORD-010199,2024-06-28,CUST-5148,premium standing desk,FURNITURE,TABLES, Central , Minnesota ,2,454.71,0.1,$814.69,31.36,First Class,Home Office
ORD-010200,19-Jun-2024,CUST-4976,Compact Printer,Technology,Printers, East ,new jersey,3,147.82,0.11,395.84,-16.9,standard class,Corporate
ORD-010201,06/29/2024,CUST-4037,Wireless Keyboard,TECHNOLOGY,Accessories,WEST, Oregon ,3,79.82,0.1,$214.54,62.16,first class,home office
ORD-010202,2024-06-07,CUST-9243,Desk Organizer Set, Office Supplies ,storage, East ,New Jersey,5,$35.44,0.07,$165.15,65.6,first class,HOME OFFICE
ORD-010203,06/09/2024,CUST-7393,PREMIUM STANDING DESK,furniture,Tables,South, Georgia ,2,453.9,0.15,771.12,-13.28,SECOND CLASS,CONSUMER
ORD-010204,2024-06-30,CUST-8221,wireless keyboard, Technology ,accessories,Central,Illinois,1,74.59,0.05,70.66,$23.35,STANDARD CLASS,CONSUMER
ORD-010205,09-Jun-2024,CUST-6062,Cordless Phone Dock,Technology, Accessories ,East,new york,5,65.17,0.08,$300.91,67.36,First Class,Home Office
ORD-010206,2024-06-09,CUST-3706,premium notebook bundle, Office Supplies ,Paper,central,Illinois,4,18.91,0.09,$69.07,$30.85, Standard Class , Corporate 
ORD-010207,2024-06-05,CUST-2696,ERGONOMIC OFFICE CHAIR,Furniture, Chairs ,SOUTH,florida,7,208.86,0.21,1149.23,-132.36, Second Class ,consumer
ORD-010208,19-Jun-2024,CUST-8433,Smart LED Monitor,Technology,Monitors, South ,North Carolina,5,229.41,0.15,977.83,$121.95,STANDARD CLASS,corporate
ORD-010209,06/21/2024,CUST-2388,PREMIUM STANDING DESK, Furniture ,TABLES, West ,california,4,452.33,0.12,1589.18,28.73, Second Class , Consumer 
ORD-010210,06-Jun-2024,CUST-7061,Smart LED Monitor, Technology ,MONITORS,west,washington,2,$240.59,0.04,461.64,104.78, First Class ,corporate
ORD-010211,30-Jun-2024,CUST-4114,desk organizer set,Office Supplies,storage,South,Georgia,4,34.37,0.15,$117.07,$37.49,Standard Class,Corporate
ORD-010212,28-Jul-2024,CUST-6005,ergonomic office chair,furniture,chairs, East ,MASSACHUSETTS,3,194.07,0.1,524.37,12.11, Standard Class ,consumer
ORD-010213,2024-07-25,CUST-1713,Wireless Keyboard,TECHNOLOGY,accessories,West,Washington,2,71.89,0.03,139.82,47.59,second class, Consumer 
ORD-010214,07/30/2024,CUST-8377,Cordless Phone Dock,technology,accessories,WEST,Nevada,5,$65.45,0.03,316.0,$83.00,second class,Corporate
ORD-010215,2024-07-02,CUST-6580,SMART LED MONITOR,TECHNOLOGY,MONITORS,WEST,washington,6,235.45,0.08,1302.73,254.38, Standard Class ,consumer
ORD-010216,27-Jul-2024,CUST-9298,Wireless Keyboard,Technology,Accessories,west,CALIFORNIA,5,$73.81,0.05,351.36,115.11,SECOND CLASS,CONSUMER
ORD-010217,2024-07-04,CUST-9752,compact printer, Technology ,PRINTERS,East, Pennsylvania ,1,145.19,0.06,136.52,1.26,Standard Class, Consumer 
ORD-010218,2024-07-03,CUST-4004,WIRELESS KEYBOARD,TECHNOLOGY, Accessories , West ,california,5,75.01,0.07,349.92,110.13,standard class,Consumer
ORD-010219,07/25/2024,CUST-2044, Smart LED Monitor ,Technology,Monitors,east,Pennsylvania,6,226.01,0.14,1169.13,159.76,standard class,CONSUMER
ORD-010220,07/11/2024,CUST-7245,compact printer,TECHNOLOGY,printers,East,massachusetts,1,131.44,0.14,$113.66,-9.51,standard class,Consumer
ORD-010221,2024-07-01,CUST-8795,wireless keyboard, Technology ,ACCESSORIES,EAST,NEW YORK,4,80.1,0.12,282.2,77.16,Same Day,CONSUMER
ORD-010222,08-Jul-2024,CUST-7566,Premium Standing Desk,Furniture,TABLES,west,WASHINGTON,4,$446.10,0.14,1534.19,-5.8,same day, Consumer 
ORD-010223,2024-07-23,CUST-5859,PREMIUM NOTEBOOK BUNDLE,OFFICE SUPPLIES,Paper,south,georgia,3,17.98,0.14,46.34,15.23,SECOND CLASS,Consumer
ORD-010224,2024-07-11,CUST-8850, Premium Notebook Bundle ,OFFICE SUPPLIES, Paper ,south, Georgia ,2,18.18,0.13,31.57,10.66,second class,Consumer
ORD-010225,2024-07-10,CUST-1363, Smart LED Monitor ,technology,Monitors,west,Minnesota,3,208.31,0.07,582.4,118.06,standard class, Consumer 
ORD-010226,2024-07-01,CUST-9119,Modular Bookshelf,Furniture,Storage, Central ,minnesota,4,173.23,0.08,$638.37,2.2,first class,HOME OFFICE
ORD-010227,10-Jul-2024,CUST-5970,desk organizer set,office supplies,storage,CENTRAL,MINNESOTA,2,31.65,0.02,61.88,27.1,standard class,consumer
ORD-010228,2024-07-26,CUST-7714, Wireless Keyboard ,Technology,ACCESSORIES,central,colorado,1,$76.10,0.03,74.1,25.9,FIRST CLASS,corporate
ORD-010229,07/24/2024,CUST-1005,DESK ORGANIZER SET,OFFICE SUPPLIES, Storage ,CENTRAL,Illinois,4,35.28,0.06,132.1,55.55,STANDARD CLASS,corporate
ORD-010230,31-Jul-2024,CUST-2549,Cordless Phone Dock,TECHNOLOGY, Accessories , Central ,TEXAS,1,65.1,0.12,$57.35,11.38,FIRST CLASS, Corporate 
ORD-010231,2024-07-16,CUST-1032,Ergonomic Office Chair,FURNITURE,CHAIRS,west, Oregon ,5,206.79,0.1,935.46,$32.30,Standard Class,consumer
ORD-010232,07/21/2024,CUST-2451,Ink Cartridge Pack,Office Supplies, Supplies ,central, Colorado ,5,55.9,0.01,276.53,72.48,standard class,home office
ORD-010233,17-Jul-2024,CUST-8993,Desk Organizer Set,office supplies, Storage ,east, Massachusetts ,5,33.7,0.02,165.93,70.55,Standard Class,home office
ORD-010234,07/19/2024,CUST-7555,DESK ORGANIZER SET,Office Supplies,Storage,West, California ,2,33.62,0.04,64.77,27.3,first class, Consumer 
ORD-010235,14-Jul-2024,CUST-5226,Desk Organizer Set,office supplies,Storage,east, New York ,3,34.61,0.08,95.14,36.6,Standard Class,corporate
ORD-010236,07/07/2024,CUST-2790,ergonomic office chair,Furniture,chairs,WEST,california,5,199.32,0.08,912.35,39.07,standard class,CONSUMER
ORD-010237,2024-07-08,CUST-4624,ERGONOMIC OFFICE CHAIR,furniture,CHAIRS, West , Oregon ,5,206.46,0.06,967.02,65.17,Standard Class,Home Office
ORD-010238,18-Jul-2024,CUST-5540,LED DESK LAMP,FURNITURE,lighting,CENTRAL,Minnesota,3,45.73,0.07,$127.02,$27.83,STANDARD CLASS, Corporate 
ORD-010239,27-Jul-2024,CUST-3858, Ergonomic Office Chair ,Furniture,CHAIRS,East, Pennsylvania ,3,189.52,0.16,$480.38,-20.98,standard class, Consumer 
ORD-010240,2024-07-08,CUST-6181, Ink Cartridge Pack ,office supplies, Supplies ,CENTRAL,MINNESOTA,2,63.85,0.08,117.15,24.72,standard class,consumer
ORD-010241,2024-07-02,CUST-2660, Wireless Keyboard ,Technology,ACCESSORIES,west,washington,5,72.73,0.17,302.85,$69.78, Standard Class ,Corporate
ORD-010242,2024-07-19,CUST-7708, Smart LED Monitor ,Technology,Monitors,central,COLORADO,4,221.99,0.09,$805.75,$147.22,STANDARD CLASS,consumer
ORD-010243,30-Jul-2024,CUST-9079, Modular Bookshelf ,furniture,STORAGE,east, New Jersey ,4,168.57,0.17,561.79,-61.34,FIRST CLASS,HOME OFFICE
ORD-010244,2024-07-19,CUST-5897, Premium Notebook Bundle ,Office Supplies, Paper ,east,MASSACHUSETTS,5,17.03,0.1,$76.78,29.37,Second Class,corporate
ORD-010245,01-Jul-2024,CUST-2005,MODULAR BOOKSHELF,Furniture,storage, South , Tennessee ,3,173.21,0.21,413.03,$-67.67,STANDARD CLASS,CONSUMER
ORD-010246,2024-07-09,CUST-2360, Wireless Keyboard ,technology,accessories,south,North Carolina,3,74.41,0.09,$203.28,58.09, Same Day ,CONSUMER
ORD-010247,07/30/2024,CUST-5421,ergonomic office chair,FURNITURE,CHAIRS,Central, Texas ,5,201.13,0.06,$942.06,63.53, First Class ,corporate
ORD-010248,07/29/2024,CUST-7177,premium standing desk,Furniture,Tables, East ,New Jersey,6,448.09,0.09,2454.49,132.87,second class, Consumer 
ORD-010249,07/07/2024,CUST-6994, Ergonomic Office Chair ,FURNITURE,CHAIRS, West ,california,1,205.12,0.08,$188.74,9.44, Standard Class ,Consumer
ORD-010250,25-Jul-2024,CUST-1962,ERGONOMIC OFFICE CHAIR,FURNITURE,Chairs,EAST,NEW YORK,6,204.58,0.1,1099.53,24.53, First Class , Corporate 
ORD-010251,2024-07-09,CUST-9870,Compact Printer, Technology , Printers ,east,pennsylvania,4,129.73,0.09,473.7,-12.96,Standard Class,CORPORATE
ORD-010252,2024-07-03,CUST-9439,cordless phone dock, Technology ,accessories,east,PENNSYLVANIA,4,61.28,0.11,217.21,40.63,STANDARD CLASS,CONSUMER
ORD-010253,2024-07-21,CUST-3316,Smart LED Monitor,TECHNOLOGY,MONITORS,east,New Jersey,3,220.42,0.14,$569.90,$77.29,standard class,CORPORATE
ORD-010254,17-Aug-2024,CUST-3558, Smart LED Monitor ,Technology,Monitors,SOUTH, Tennessee ,1,243.19,0.13,210.77,29.67,SECOND CLASS,Consumer
ORD-010255,2024-08-24,CUST-5910,Compact Printer,technology,Printers,EAST, Massachusetts ,3,124.4,0.13,323.05,-27.88,STANDARD CLASS,CONSUMER
ORD-010256,08/01/2024,CUST-5963,desk organizer set,Office Supplies,storage,south,NORTH CAROLINA,3,33.59,0.19,81.16,22.59,first class,Consumer
ORD-010257,08/08/2024,CUST-1856, Premium Notebook Bundle ,OFFICE SUPPLIES,PAPER, East ,PENNSYLVANIA,5,19.03,0.06,$89.17,37.66,First Class,consumer
ORD-010258,03-Aug-2024,CUST-2600,Ergonomic Office Chair, Furniture ,chairs,Central,TEXAS,5,203.71,0.07,945.58,56.76,Standard Class,corporate
ORD-010259,2024-08-03,CUST-4563,cordless phone dock,technology,ACCESSORIES,Central,Minnesota,1,63.12,0.01,62.49,$17.83,SAME DAY,consumer
ORD-010260,08/31/2024,CUST-6631,Smart LED Monitor, Technology ,Monitors,EAST,Pennsylvania,1,231.71,0.05,219.1,$46.77,STANDARD CLASS,consumer
ORD-010261,08/05/2024,CUST-8931, Compact Printer ,TECHNOLOGY,printers,WEST,California,2,142.49,0.04,272.72,$7.54,SAME DAY,Home Office
ORD-010262,30-Aug-2024,CUST-6100,Wireless Keyboard,Technology,accessories, East ,New York,1,$69.57,0.06,65.15,20.1, Standard Class ,Corporate
ORD-010263,08/26/2024,CUST-9053,Ink Cartridge Pack, Office Supplies ,Supplies,west,washington,3,59.03,0.09,160.57,30.55,standard class,CORPORATE
ORD-010264,08/24/2024,CUST-1557,compact printer,TECHNOLOGY,printers, East , Massachusetts ,5,147.23,0.1,660.79,-24.53,SECOND CLASS, Consumer 
ORD-010265,2024-08-09,CUST-7020,Smart LED Monitor,TECHNOLOGY,monitors,south,TENNESSEE,4,229.24,0.14,792.49,108.29, Second Class ,Home Office
ORD-010266,08/22/2024,CUST-3531,DESK ORGANIZER SET,OFFICE SUPPLIES, Storage , South , Georgia ,4,32.59,0.12,114.94,38.76,Standard Class, Corporate 
ORD-010267,08/29/2024,CUST-3642,SMART LED MONITOR,Technology,monitors,east,NEW YORK,4,221.62,0.05,840.26,180.0,Standard Class,Consumer
ORD-010268,2024-08-26,CUST-6595,premium standing desk,FURNITURE,TABLES, West ,oregon,5,453.55,0.07,2117.76,162.22,standard class,corporate
ORD-010269,2024-08-10,CUST-6487,SMART LED MONITOR,technology, Monitors ,central,minnesota,3,227.96,0.08,631.93,125.13,FIRST CLASS,corporate
ORD-010270,2024-08-19,CUST-6041, Cordless Phone Dock ,TECHNOLOGY, Accessories ,SOUTH,NORTH CAROLINA,5,62.77,0.16,264.61,36.47,Standard Class,CONSUMER
ORD-010271,2024-08-22,CUST-4446,SMART LED MONITOR,technology,monitors,east,New York,7,227.49,0.09,1441.49,256.46,Second Class, Consumer 
ORD-010272,15-Aug-2024,CUST-5057,Wireless Keyboard,Technology,ACCESSORIES,EAST,NEW YORK,3,73.71,0.12,194.46,51.99,first class,Consumer
ORD-010273,07-Aug-2024,CUST-7427, Smart LED Monitor ,Technology,MONITORS,east,NEW YORK,3,217.86,0.15,555.84,68.76,Same Day,CONSUMER
ORD-010274,29-Aug-2024,CUST-5438,Smart LED Monitor,Technology,monitors,CENTRAL, Texas ,4,249.85,0.1,903.06,164.28,STANDARD CLASS, Consumer 
ORD-010275,2024-08-04,CUST-7714, Ink Cartridge Pack , Office Supplies ,Supplies,West,CALIFORNIA,5,60.83,0.06,286.61,63.78,Standard Class,Corporate
ORD-010276,2024-08-18,CUST-7160,wireless keyboard,Technology,accessories,West,WASHINGTON,3,$72.09,0.05,204.52,65.82,standard class,HOME OFFICE
ORD-010277,15-Aug-2024,CUST-6021,Premium Standing Desk,furniture,tables, Central , Colorado ,3,438.06,0.06,1231.19,97.16, First Class , Consumer 
ORD-010278,2024-08-10,CUST-3469,wireless keyboard,technology,Accessories,East,Massachusetts,4,68.87,0.1,249.05,$70.52, Standard Class ,Corporate
ORD-010279,2024-08-14,CUST-7358,WIRELESS KEYBOARD,technology,accessories,south, Tennessee ,2,73.33,0.1,131.57,36.04,first class,corporate
ORD-010280,30-Aug-2024,CUST-9706,Desk Organizer Set, Office Supplies ,storage,South,FLORIDA,2,$34.46,0.15,58.28,$18.40, Standard Class , Corporate 
ORD-010281,08/03/2024,CUST-4626,Premium Standing Desk,furniture,Tables,SOUTH, Tennessee ,4,430.98,0.2,1378.84,-114.77,SECOND CLASS,Corporate
ORD-010282,24-Aug-2024,CUST-8914, Ergonomic Office Chair ,Furniture,chairs, West , Nevada ,2,$207.93,0.14,357.2,-5.89, Second Class , Corporate 
ORD-010283,2024-08-22,CUST-3898,Premium Notebook Bundle,Office Supplies,PAPER,east, Massachusetts ,5,20.36,0.11,$90.68,36.46,standard class,Corporate
ORD-010284,08/25/2024,CUST-1160,Wireless Keyboard,TECHNOLOGY,ACCESSORIES,South,North Carolina,1,74.67,0.16,62.93,14.38,first class, Consumer 
ORD-010285,2024-08-19,CUST-8727, Wireless Keyboard ,TECHNOLOGY,accessories,SOUTH,north carolina,1,73.21,0.2,58.47,10.78, First Class ,CORPORATE
ORD-010286,2024-08-14,CUST-8914,LED Desk Lamp,furniture,LIGHTING,South,North Carolina,1,46.71,0.21,$36.88,1.99,STANDARD CLASS,Consumer
ORD-010287,08/07/2024,CUST-5519,ink cartridge pack,OFFICE SUPPLIES,Supplies, West ,NEVADA,3,56.74,0.06,160.55,35.21,first class,HOME OFFICE
ORD-010288,2024-08-11,CUST-8008,COMPACT PRINTER,TECHNOLOGY,Printers,EAST,massachusetts,3,139.42,0.14,357.67,-32.89,first class,corporate
ORD-010289,2024-08-08,CUST-9594,PREMIUM NOTEBOOK BUNDLE, Office Supplies ,Paper,west,Washington,2,16.29,0.08,29.91,12.16,STANDARD CLASS,CORPORATE
ORD-010290,06-Aug-2024,CUST-9116, Premium Standing Desk , Furniture ,Tables,central,TEXAS,3,432.24,0.1,1161.76,42.05,STANDARD CLASS,consumer
ORD-010291,2024-08-18,CUST-5448,ergonomic office chair,furniture,CHAIRS,WEST,Washington,2,197.01,0.11,350.28,4.66, Standard Class ,CONSUMER
ORD-010292,2024-09-02,CUST-9723,ERGONOMIC OFFICE CHAIR,Furniture, Chairs ,West,OREGON,3,205.72,0.08,565.48,26.16,Standard Class,Consumer
ORD-010293,09/12/2024,CUST-4813, Ergonomic Office Chair ,furniture,chairs, Central ,MINNESOTA,1,194.3,0.05,185.45,15.2,STANDARD CLASS,home office
ORD-010294,27-Sep-2024,CUST-1054,desk organizer set,Office Supplies,storage, West ,nevada,2,33.61,0.06,63.42,25.95,same day,Consumer
ORD-010295,09/24/2024,CUST-2116,wireless keyboard, Technology ,ACCESSORIES, Central ,MINNESOTA,3,72.62,0.07,$202.98,$64.54,Standard Class,corporate
ORD-010296,09/08/2024,CUST-7599,Ergonomic Office Chair,FURNITURE,Chairs,EAST, Massachusetts ,6,201.48,0.17,999.42,-60.67,FIRST CLASS,HOME OFFICE
ORD-010297,2024-09-16,CUST-4294, Compact Printer ,Technology,Printers,East,pennsylvania,3,141.94,0.04,407.91,10.69, First Class ,CONSUMER
ORD-010298,2024-09-08,CUST-2388,PREMIUM STANDING DESK, Furniture , Tables ,CENTRAL,MINNESOTA,3,$456.62,0.06,1284.54,104.86, Second Class ,Consumer
ORD-010299,09/20/2024,CUST-3730,Ergonomic Office Chair, Furniture , Chairs ,South,FLORIDA,2,207.65,0.18,341.32,-22.92,second class, Corporate 
ORD-010300,09/21/2024,CUST-7920,Wireless Keyboard,TECHNOLOGY,accessories, West ,California,4,72.47,0.09,264.08,78.25,SAME DAY, Corporate 
ORD-010301,2024-09-28,CUST-4047, Premium Standing Desk ,FURNITURE, Tables ,west,OREGON,3,435.79,0.08,1204.91,75.26, Standard Class ,Corporate
ORD-010302,09/10/2024,CUST-2224,smart led monitor,TECHNOLOGY,MONITORS,,FLORIDA,6,220.6,0.11,1171.76,182.77,STANDARD CLASS, Consumer 
ORD-010303,2024-09-06,CUST-6611,smart led monitor,TECHNOLOGY,monitors,CENTRAL,MINNESOTA,4,$231.92,0.03,897.02,209.9,Standard Class,Consumer
ORD-010304,2024-09-15,CUST-2935, Premium Standing Desk ,furniture, Tables ,west,California,1,454.4,0.08,$418.96,$27.15, Same Day ,HOME OFFICE
ORD-010305,09/04/2024,CUST-5092,Premium Notebook Bundle,Office Supplies,paper,SOUTH,Georgia,1,17.51,0.17,14.45,4.27,second class,HOME OFFICE
ORD-010306,2024-09-21,CUST-7326,Smart LED Monitor, Technology , Monitors ,EAST, Pennsylvania ,5,$233.59,0.09,1060.46,192.03, Standard Class , Consumer 
ORD-010307,26-Sep-2024,CUST-8689,ergonomic office chair,furniture,chairs,EAST,pennsylvania,4,191.85,0.14,657.91,-18.02,standard class,corporate
ORD-010308,09/12/2024,CUST-2506,Wireless Keyboard,technology,accessories, East ,new jersey,5,76.51,0.09,346.71,101.0,Standard Class,Consumer
ORD-010309,09/06/2024,CUST-7956,Ergonomic Office Chair, Furniture ,chairs,CENTRAL, Illinois ,2,203.44,0.1,366.96,11.86,Standard Class,corporate
ORD-010310,23-Sep-2024,CUST-3630,INK CARTRIDGE PACK,OFFICE SUPPLIES,Supplies,East,Massachusetts,2,65.45,0.05,123.71,$27.70,Standard Class,Consumer
ORD-010311,09/08/2024,CUST-8331, Wireless Keyboard ,Technology,ACCESSORIES,central,texas,5,70.51,0.04,$338.95,114.44,standard class,CORPORATE
ORD-010312,09/17/2024,CUST-5935,WIRELESS KEYBOARD,Technology,ACCESSORIES,south,tennessee,3,$74.50,0.12,195.97,$50.60, Second Class ,Consumer
ORD-010313,09/20/2024,CUST-9701, Ergonomic Office Chair , Furniture ,Chairs,west,NEVADA,4,$219.06,0.09,801.18,39.37,FIRST CLASS, Corporate 
ORD-010314,09/14/2024,CUST-6099,ergonomic office chair,Furniture,Chairs,south,Florida,3,191.52,0.21,455.08,-52.57,First Class,corporate
ORD-010315,09/26/2024,CUST-1259,Compact Printer,Technology,Printers,EAST,PENNSYLVANIA,3,134.87,0.11,360.39,-18.17,same day,consumer
ORD-010316,09/30/2024,CUST-2663,COMPACT PRINTER,Technology,printers,Central,MINNESOTA,3,134.51,0.06,380.22,4.7, First Class ,Home Office
ORD-010317,2024-09-27,CUST-3712,SMART LED MONITOR,Technology,Monitors,WEST,nevada,1,231.26,0.07,215.65,43.94,Standard Class,Consumer
ORD-010318,2024-09-19,CUST-2113, Smart LED Monitor ,technology,monitors, West , Nevada ,3,228.56,0.11,$611.32,102.02,standard class,Corporate
ORD-010319,09/08/2024,CUST-8138,Wireless Keyboard,TECHNOLOGY,ACCESSORIES,central,texas,3,79.28,0.02,$233.10,82.87, Standard Class ,CORPORATE
ORD-010320,04-Sep-2024,CUST-3524,ergonomic office chair,furniture,CHAIRS,south,FLORIDA,7,200.59,0.24,1072.72,-162.59,SAME DAY,CONSUMER
ORD-010321,09/09/2024,CUST-8914,DESK ORGANIZER SET,electronics,Storage,EAST,new jersey,4,$34.09,0.1,122.6,45.54,Second Class, Corporate 
ORD-010322,09/04/2024,CUST-7554,ergonomic office chair,FURNITURE, Chairs ,SOUTH,tennessee,4,195.44,0.2,628.69,-60.71,standard class,CONSUMER
ORD-010323,24-Sep-2024,CUST-7518, Ergonomic Office Chair ,FURNITURE,CHAIRS,South,tennessee,5,$198.68,0.18,815.21,-59.53, Standard Class , Consumer 
ORD-010324,09/24/2024,CUST-3140, Desk Organizer Set , Office Supplies ,STORAGE,Central, Colorado ,3,35.75,0.05,101.73,43.65,Standard Class,CORPORATE
ORD-010325,2024-09-11,CUST-6227,Smart LED Monitor,TECHNOLOGY,MONITORS,WEST,OREGON,2,$218.57,0.03,425.66,100.53, Standard Class ,CONSUMER
ORD-010326,25-Sep-2024,CUST-2445,Ergonomic Office Chair,furniture,Chairs,east,MASSACHUSETTS,4,197.22,0.11,700.94,$7.83,STANDARD CLASS,consumer
ORD-010327,11-Sep-2024,CUST-4178,PREMIUM NOTEBOOK BUNDLE,OFFICE SUPPLIES,paper,Central,ILLINOIS,3,17.25,0.02,$50.82,$24.20,STANDARD CLASS,CONSUMER
ORD-010328,22-Sep-2024,CUST-7535, Desk Organizer Set ,Office Supplies,Storage,central, Texas ,5,35.6,0.05,168.41,71.96,SECOND CLASS,CONSUMER
ORD-010329,10/20/2024,CUST-1229,Premium Notebook Bundle,Office Supplies, Paper , Central ,Minnesota,2,18.89,0.13,32.73,13.64,Standard Class,corporate
ORD-010330,2024-10-06,CUST-2359, Premium Standing Desk ,FURNITURE,Tables, South , Tennessee ,7,$442.94,0.21,2436.9,-245.57, Standard Class ,consumer
ORD-010331,10/22/2024,CUST-6026,Wireless Keyboard,TECHNOLOGY,Accessories, West ,oregon,5,$72.02,0.07,336.16,105.2, Second Class ,CONSUMER
ORD-010332,10/10/2024,CUST-3009,ergonomic office chair,furniture,chairs,West,California,4,192.39,0.15,$654.49,-21.97,standard class,home office
ORD-010333,24-Oct-2024,CUST-1157, Smart LED Monitor , Technology ,monitors,south,georgia,2,225.25,0.15,380.94,44.58, Standard Class ,CONSUMER
ORD-010334,10/28/2024,CUST-8726,Premium Notebook Bundle, Office Supplies ,paper,SOUTH,FLORIDA,3,18.14,0.16,$45.69,14.37, First Class , Consumer 
