order_id,order_date,customer_id,product_name,category,sub_category,region,state,quantity,unit_price,discount,sales,profit,ship_mode,segment,gross_sales,discount_impact,revenue_per_unit,profit_margin,month_year,month_start,quarter,calendar_month,calendar_month_num
ORD-010218,2024-07-03,CUST-4004,Wireless Keyboard,Technology,Accessories,West,California,5,75.01,0.07,349.92,110.13,Standard Class,Consumer,375.05,25.129999999999995,69.98400000000001,31.472908093278463,2024-07,2024-07-01,2024Q3,July,7
ORD-010219,2024-07-25,CUST-2044,Smart LED Monitor,Technology,Monitors,East,Pennsylvania,6,226.01,0.14,1169.13,159.76,Standard Class,Consumer,1356.06,186.92999999999984,194.85500000000002,13.664861905861622,2024-07,2024-07-01,2024Q3,July,7
ORD-010220,2024-07-11,CUST-7245,Compact Printer,Technology,Printers,East,Massachusetts,1,131.44,0.14,113.66,-9.51,Standard Class,Consumer,131.44,17.78,113.66,-8.36705965159247,2024-07,2024-07-01,2024Q3,July,7
ORD-010221,2024-07-01,CUST-8795,Wireless Keyboard,Technology,Accessories,East,New York,4,80.1,0.12,282.2,77.16,Same Day,Consumer,320.4,38.19999999999999,70.55,27.34231041814316,2024-07,2024-07-01,2024Q3,July,7
ORD-010222,2024-07-08,CUST-7566,Premium Standing Desk,Furniture,Tables,West,Washington,4,446.1,0.14,1534.19,-5.8,Same Day,Consumer,1784.4,250.21000000000004,383.5475,-0.3780496548667375,2024-07,2024-07-01,2024Q3,July,7
ORD-010223,2024-07-23,CUST-5859,Premium Notebook Bundle,Office Supplies,Paper,South,Georgia,3,17.98,0.14,46.34,15.23,Second Class,Consumer,53.94,7.599999999999994,15.446666666666667,32.86577470867501,2024-07,2024-07-01,2024Q3,July,7
ORD-010224,2024-07-11,CUST-8850,Premium Notebook Bundle,Office Supplies,Paper,South,Georgia,2,18.18,0.13,31.57,10.66,Second Class,Consumer,36.36,4.789999999999999,15.785,33.76623376623377,2024-07,2024-07-01,2024Q3,July,7
ORD-010225,2024-07-10,CUST-1363,Smart LED Monitor,Technology,Monitors,West,Minnesota,3,208.31,0.07,582.4,118.06,Standard Class,Consumer,624.9300000000001,42.530000000000086,194.13333333333333,20.271291208791208,2024-07,2024-07-01,2024Q3,July,7
ORD-010226,2024-07-01,CUST-9119,Modular Bookshelf,Furniture,Storage,Central,Minnesota,4,173.23,0.08,638.37,2.2,First Class,Home Office,692.92,54.549999999999955,159.5925,0.3446277237338847,2024-07,2024-07-01,2024Q3,July,7
ORD-010227,2024-07-10,CUST-5970,Desk Organizer Set,Office Supplies,Storage,Central,Minnesota,2,31.65,0.02,61.88,27.1,Standard Class,Consumer,63.3,1.4199999999999946,30.94,43.79444085326438,2024-07,2024-07-01,2024Q3,July,7
ORD-010228,2024-07-26,CUST-7714,Wireless Keyboard,Technology,Accessories,Central,Colorado,1,76.1,0.03,74.1,25.9,First Class,Corporate,76.1,2.0,74.1,34.952766531713905,2024-07,2024-07-01,2024Q3,July,7
ORD-010229,2024-07-24,CUST-1005,Desk Organizer Set,Office Supplies,Storage,Central,Illinois,4,35.28,0.06,132.1,55.55,Standard Class,Corporate,141.12,9.02000000000001,33.025,42.051476154428464,2024-07,2024-07-01,2024Q3,July,7
ORD-010230,2024-07-31,CUST-2549,Cordless Phone Dock,Technology,Accessories,Central,Texas,1,65.1,0.12,57.35,11.38,First Class,Corporate,65.1,7.749999999999993,57.35,19.843068875326942,2024-07,2024-07-01,2024Q3,July,7
ORD-010231,2024-07-16,CUST-1032,Ergonomic Office Chair,Furniture,Chairs,West,Oregon,5,206.79,0.1,935.46,32.3,Standard Class,Consumer,1033.95,98.49000000000001,187.092,3.452846727813054,2024-07,2024-07-01,2024Q3,July,7
ORD-010232,2024-07-21,CUST-2451,Ink Cartridge Pack,Office Supplies,Supplies,Central,Colorado,5,55.9,0.01,276.53,72.48,Standard Class,Home Office,279.5,2.9700000000000273,55.306,26.210537735507906,2024-07,2024-07-01,2024Q3,July,7
ORD-010233,2024-07-17,CUST-8993,Desk Organizer Set,Office Supplies,Storage,East,Massachusetts,5,33.7,0.02,165.93,70.55,Standard Class,Home Office,168.5,2.569999999999993,33.186,42.517929247272946,2024-07,2024-07-01,2024Q3,July,7
ORD-010234,2024-07-19,CUST-7555,Desk Organizer Set,Office Supplies,Storage,West,California,2,33.62,0.04,64.77,27.3,First Class,Consumer,67.24,2.469999999999999,32.385,42.149143121815655,2024-07,2024-07-01,2024Q3,July,7
ORD-010235,2024-07-14,CUST-5226,Desk Organizer Set,Office Supplies,Storage,East,New York,3,34.61,0.08,95.14,36.6,Standard Class,Corporate,103.83,8.689999999999998,31.713333333333335,38.469623712423804,2024-07,2024-07-01,2024Q3,July,7
ORD-010236,2024-07-07,CUST-2790,Ergonomic Office Chair,Furniture,Chairs,West,California,5,199.32,0.08,912.35,39.07,Standard Class,Consumer,996.5999999999999,84.24999999999989,182.47,4.282347783197238,2024-07,2024-07-01,2024Q3,July,7
ORD-010237,2024-07-08,CUST-4624,Ergonomic Office Chair,Furniture,Chairs,West,Oregon,5,206.46,0.06,967.02,65.17,Standard Class,Home Office,1032.3,65.27999999999997,193.404,6.739260821906476,2024-07,2024-07-01,2024Q3,July,7
ORD-010238,2024-07-18,CUST-5540,LED Desk Lamp,Furniture,Lighting,Central,Minnesota,3,45.73,0.07,127.02,27.83,Standard Class,Corporate,137.19,10.170000000000002,42.339999999999996,21.909935443237284,2024-07,2024-07-01,2024Q3,July,7
ORD-010239,2024-07-27,CUST-3858,Ergonomic Office Chair,Furniture,Chairs,East,Pennsylvania,3,189.52,0.16,480.38,-20.98,Standard Class,Consumer,568.5600000000001,88.18000000000006,160.12666666666667,-4.36737582746992,2024-07,2024-07-01,2024Q3,July,7
ORD-010240,2024-07-08,CUST-6181,Ink Cartridge Pack,Office Supplies,Supplies,Central,Minnesota,2,63.85,0.08,117.15,24.72,Standard Class,Consumer,127.7,10.549999999999997,58.575,21.101152368758,2024-07,2024-07-01,2024Q3,July,7
ORD-010241,2024-07-02,CUST-2660,Wireless Keyboard,Technology,Accessories,West,Washington,5,72.73,0.17,302.85,69.78,Standard Class,Corporate,363.65000000000003,60.80000000000001,60.57000000000001,23.041109460128776,2024-07,2024-07-01,2024Q3,July,7
ORD-010242,2024-07-19,CUST-7708,Smart LED Monitor,Technology,Monitors,Central,Colorado,4,221.99,0.09,805.75,147.22,Standard Class,Consumer,887.96,82.21000000000004,201.4375,18.271175923053057,2024-07,2024-07-01,2024Q3,July,7
ORD-010243,2024-07-30,CUST-9079,Modular Bookshelf,Furniture,Storage,East,New Jersey,4,168.57,0.17,561.79,-61.34,First Class,Home Office,674.28,112.49000000000001,140.4475,-10.918670677655353,2024-07,2024-07-01,2024Q3,July,7
ORD-010244,2024-07-19,CUST-5897,Premium Notebook Bundle,Office Supplies,Paper,East,Massachusetts,5,17.03,0.1,76.78,29.37,Second Class,Corporate,85.15,8.370000000000005,15.356,38.25214899713467,2024-07,2024-07-01,2024Q3,July,7
ORD-010245,2024-07-01,CUST-2005,Modular Bookshelf,Furniture,Storage,South,Tennessee,3,173.21,0.21,413.03,-67.67,Standard Class,Consumer,519.63,106.60000000000002,137.67666666666665,-16.383797787085687,2024-07,2024-07-01,2024Q3,July,7
ORD-010246,2024-07-09,CUST-2360,Wireless Keyboard,Technology,Accessories,South,North Carolina,3,74.41,0.09,203.28,58.09,Same Day,Consumer,223.23,19.94999999999999,67.76,28.576347894529714,2024-07,2024-07-01,2024Q3,July,7
ORD-010247,2024-07-30,CUST-5421,Ergonomic Office Chair,Furniture,Chairs,Central,Texas,5,201.13,0.06,942.06,63.53,First Class,Corporate,1005.65,63.59000000000003,188.41199999999998,6.7437318217523305,2024-07,2024-07-01,2024Q3,July,7
ORD-010248,2024-07-29,CUST-7177,Premium Standing Desk,Furniture,Tables,East,New Jersey,6,448.09,0.09,2454.49,132.87,Second Class,Consumer,2688.54,234.05000000000018,409.08166666666665,5.41334452370961,2024-07,2024-07-01,2024Q3,July,7
ORD-010249,2024-07-07,CUST-6994,Ergonomic Office Chair,Furniture,Chairs,West,California,1,205.12,0.08,188.74,9.44,Standard Class,Consumer,205.12,16.379999999999995,188.74,5.001589488184804,2024-07,2024-07-01,2024Q3,July,7
ORD-010250,2024-07-25,CUST-1962,Ergonomic Office Chair,Furniture,Chairs,East,New York,6,204.58,0.1,1099.53,24.53,First Class,Corporate,1227.48,127.95000000000005,183.255,2.2309532254690643,2024-07,2024-07-01,2024Q3,July,7
ORD-010251,2024-07-09,CUST-9870,Compact Printer,Technology,Printers,East,Pennsylvania,4,129.73,0.09,473.7,-12.96,Standard Class,Corporate,518.92,45.21999999999997,118.425,-2.735908803039899,2024-07,2024-07-01,2024Q3,July,7
ORD-010252,2024-07-03,CUST-9439,Cordless Phone Dock,Technology,Accessories,East,Pennsylvania,4,61.28,0.11,217.21,40.63,Standard Class,Consumer,245.12,27.909999999999997,54.3025,18.705400303853416,2024-07,2024-07-01,2024Q3,July,7
ORD-010253,2024-07-21,CUST-3316,Smart LED Monitor,Technology,Monitors,East,New Jersey,3,220.42,0.14,569.9,77.29,Standard Class,Corporate,661.26,91.36000000000001,189.96666666666667,13.562028426039657,2024-07,2024-07-01,2024Q3,July,7
ORD-010254,2024-08-17,CUST-3558,Smart LED Monitor,Technology,Monitors,South,Tennessee,1,243.19,0.13,210.77,29.67,Second Class,Consumer,243.19,32.41999999999999,210.77,14.076955923518527,2024-08,2024-08-01,2024Q3,August,8
ORD-010255,2024-08-24,CUST-5910,Compact Printer,Technology,Printers,East,Massachusetts,3,124.4,0.13,323.05,-27.88,Standard Class,Consumer,373.20000000000005,50.150000000000034,107.68333333333334,-8.63024299644018,2024-08,2024-08-01,2024Q3,August,8
ORD-010256,2024-08-01,CUST-5963,Desk Organizer Set,Office Supplies,Storage,South,North Carolina,3,33.59,0.19,81.16,22.59,First Class,Consumer,100.77000000000001,19.610000000000014,27.05333333333333,27.83390832922622,2024-08,2024-08-01,2024Q3,August,8
ORD-010257,2024-08-08,CUST-1856,Premium Notebook Bundle,Office Supplies,Paper,East,Pennsylvania,5,19.03,0.06,89.17,37.66,First Class,Consumer,95.15,5.980000000000004,17.834,42.23393517999327,2024-08,2024-08-01,2024Q3,August,8
ORD-010258,2024-08-03,CUST-2600,Ergonomic Office Chair,Furniture,Chairs,Central,Texas,5,203.71,0.07,945.58,56.76,Standard Class,Corporate,1018.5500000000001,72.97000000000003,189.116,6.002665030986273,2024-08,2024-08-01,2024Q3,August,8
ORD-010259,2024-08-03,CUST-4563,Cordless Phone Dock,Technology,Accessories,Central,Minnesota,1,63.12,0.01,62.49,17.83,Same Day,Consumer,63.12,0.6299999999999955,62.49,28.532565210433663,2024-08,2024-08-01,2024Q3,August,8
ORD-010260,2024-08-31,CUST-6631,Smart LED Monitor,Technology,Monitors,East,Pennsylvania,1,231.71,0.05,219.1,46.77,Standard Class,Consumer,231.71,12.610000000000014,219.1,21.34641716111365,2024-08,2024-08-01,2024Q3,August,8
ORD-010261,2024-08-05,CUST-8931,Compact Printer,Technology,Printers,West,California,2,142.49,0.04,272.72,7.54,Same Day,Home Office,284.98,12.259999999999991,136.36,2.7647403930771484,2024-08,2024-08-01,2024Q3,August,8
ORD-010262,2024-08-30,CUST-6100,Wireless Keyboard,Technology,Accessories,East,New York,1,69.57,0.06,65.15,20.1,Standard Class,Corporate,69.57,4.4199999999999875,65.15,30.851880276285492,2024-08,2024-08-01,2024Q3,August,8
ORD-010263,2024-08-26,CUST-9053,Ink Cartridge Pack,Office Supplies,Supplies,West,Washington,3,59.03,0.09,160.57,30.55,Standard Class,Corporate,177.09,16.52000000000001,53.52333333333333,19.02596998193934,2024-08,2024-08-01,2024Q3,August,8
ORD-010264,2024-08-24,CUST-1557,Compact Printer,Technology,Printers,East,Massachusetts,5,147.23,0.1,660.79,-24.53,Second Class,Consumer,736.15,75.36000000000001,132.158,-3.712223247930508,2024-08,2024-08-01,2024Q3,August,8
ORD-010265,2024-08-09,CUST-7020,Smart LED Monitor,Technology,Monitors,South,Tennessee,4,229.24,0.14,792.49,108.29,Second Class,Home Office,916.96,124.47000000000003,198.1225,13.66452573534051,2024-08,2024-08-01,2024Q3,August,8
ORD-010266,2024-08-22,CUST-3531,Desk Organizer Set,Office Supplies,Storage,South,Georgia,4,32.59,0.12,114.94,38.76,Standard Class,Corporate,130.36,15.420000000000016,28.735,33.72194188272142,2024-08,2024-08-01,2024Q3,August,8
ORD-010267,2024-08-29,CUST-3642,Smart LED Monitor,Technology,Monitors,East,New York,4,221.62,0.05,840.26,180.0,Standard Class,Consumer,886.48,46.22000000000003,210.065,21.421940827839002,2024-08,2024-08-01,2024Q3,August,8
ORD-010268,2024-08-26,CUST-6595,Premium Standing Desk,Furniture,Tables,West,Oregon,5,453.55,0.07,2117.76,162.22,Standard Class,Corporate,2267.75,149.98999999999978,423.552,7.659980356603202,2024-08,2024-08-01,2024Q3,August,8
ORD-010269,2024-08-10,CUST-6487,Smart LED Monitor,Technology,Monitors,Central,Minnesota,3,227.96,0.08,631.93,125.13,First Class,Corporate,683.88,51.950000000000045,210.64333333333332,19.801243808649694,2024-08,2024-08-01,2024Q3,August,8
ORD-010270,2024-08-19,CUST-6041,Cordless Phone Dock,Technology,Accessories,South,North Carolina,5,62.77,0.16,264.61,36.47,Standard Class,Consumer,313.85,49.24000000000001,52.922000000000004,13.782547900684024,2024-08,2024-08-01,2024Q3,August,8
ORD-010271,2024-08-22,CUST-4446,Smart LED Monitor,Technology,Monitors,East,New York,7,227.49,0.09,1441.49,256.46,Second Class,Consumer,1592.43,150.94000000000005,205.92714285714285,17.791313155138084,2024-08,2024-08-01,2024Q3,August,8
ORD-010272,2024-08-15,CUST-5057,Wireless Keyboard,Technology,Accessories,East,New York,3,73.71,0.12,194.46,51.99,First Class,Consumer,221.13,26.669999999999987,64.82000000000001,26.73557543967911,2024-08,2024-08-01,2024Q3,August,8
ORD-010273,2024-08-07,CUST-7427,Smart LED Monitor,Technology,Monitors,East,New York,3,217.86,0.15,555.84,68.76,Same Day,Consumer,653.58,97.74000000000001,185.28,12.370466321243523,2024-08,2024-08-01,2024Q3,August,8
ORD-010274,2024-08-29,CUST-5438,Smart LED Monitor,Technology,Monitors,Central,Texas,4,249.85,0.1,903.06,164.28,Standard Class,Consumer,999.4,96.34000000000003,225.765,18.191482293535312,2024-08,2024-08-01,2024Q3,August,8
ORD-010275,2024-08-04,CUST-7714,Ink Cartridge Pack,Office Supplies,Supplies,West,California,5,60.83,0.06,286.61,63.78,Standard Class,Corporate,304.15,17.539999999999964,57.322,22.253236104811418,2024-08,2024-08-01,2024Q3,August,8
ORD-010276,2024-08-18,CUST-7160,Wireless Keyboard,Technology,Accessories,West,Washington,3,72.09,0.05,204.52,65.82,Standard Class,Home Office,216.27,11.75,68.17333333333333,32.182671621357315,2024-08,2024-08-01,2024Q3,August,8
ORD-010277,2024-08-15,CUST-6021,Premium Standing Desk,Furniture,Tables,Central,Colorado,3,438.06,0.06,1231.19,97.16,First Class,Consumer,1314.18,82.99000000000001,410.3966666666667,7.891552075634142,2024-08,2024-08-01,2024Q3,August,8
ORD-010278,2024-08-10,CUST-3469,Wireless Keyboard,Technology,Accessories,East,Massachusetts,4,68.87,0.1,249.05,70.52,Standard Class,Corporate,275.48,26.430000000000007,62.2625,28.31559927725356,2024-08,2024-08-01,2024Q3,August,8
ORD-010279,2024-08-14,CUST-7358,Wireless Keyboard,Technology,Accessories,South,Tennessee,2,73.33,0.1,131.57,36.04,First Class,Corporate,146.66,15.090000000000003,65.785,27.392262673861822,2024-08,2024-08-01,2024Q3,August,8
ORD-010280,2024-08-30,CUST-9706,Desk Organizer Set,Office Supplies,Storage,South,Florida,2,34.46,0.15,58.28,18.4,Standard Class,Corporate,68.92,10.64,29.14,31.57172271791352,2024-08,2024-08-01,2024Q3,August,8
ORD-010281,2024-08-03,CUST-4626,Premium Standing Desk,Furniture,Tables,South,Tennessee,4,430.98,0.2,1378.84,-114.77,Second Class,Corporate,1723.92,345.08000000000015,344.71,-8.3236633692089,2024-08,2024-08-01,2024Q3,August,8
ORD-010282,2024-08-24,CUST-8914,Ergonomic Office Chair,Furniture,Chairs,West,Nevada,2,207.93,0.14,357.2,-5.89,Second Class,Corporate,415.86,58.660000000000025,178.6,-1.6489361702127658,2024-08,2024-08-01,2024Q3,August,8
ORD-010283,2024-08-22,CUST-3898,Premium Notebook Bundle,Office Supplies,Paper,East,Massachusetts,5,20.36,0.11,90.68,36.46,Standard Class,Corporate,101.8,11.11999999999999,18.136000000000003,40.2073224525805,2024-08,2024-08-01,2024Q3,August,8
ORD-010284,2024-08-25,CUST-1160,Wireless Keyboard,Technology,Accessories,South,North Carolina,1,74.67,0.16,62.93,14.38,First Class,Consumer,74.67,11.740000000000002,62.93,22.850786588272683,2024-08,2024-08-01,2024Q3,August,8
ORD-010285,2024-08-19,CUST-8727,Wireless Keyboard,Technology,Accessories,South,North Carolina,1,73.21,0.2,58.47,10.78,First Class,Corporate,73.21,14.739999999999995,58.47,18.436805199247477,2024-08,2024-08-01,2024Q3,August,8
ORD-010286,2024-08-14,CUST-8914,LED Desk Lamp,Furniture,Lighting,South,North Carolina,1,46.71,0.21,36.88,1.99,Standard Class,Consumer,46.71,9.829999999999998,36.88,5.39587852494577,2024-08,2024-08-01,2024Q3,August,8
ORD-010287,2024-08-07,CUST-5519,Ink Cartridge Pack,Office Supplies,Supplies,West,Nevada,3,56.74,0.06,160.55,35.21,First Class,Home Office,170.22,9.669999999999987,53.51666666666667,21.930862659607598,2024-08,2024-08-01,2024Q3,August,8
ORD-010288,2024-08-11,CUST-8008,Compact Printer,Technology,Printers,East,Massachusetts,3,139.42,0.14,357.67,-32.89,First Class,Corporate,418.26,60.589999999999975,119.22333333333334,-9.195627254172841,2024-08,2024-08-01,2024Q3,August,8
ORD-010289,2024-08-08,CUST-9594,Premium Notebook Bundle,Office Supplies,Paper,West,Washington,2,16.29,0.08,29.91,12.16,Standard Class,Corporate,32.58,2.669999999999998,14.955,40.65529923102641,2024-08,2024-08-01,2024Q3,August,8
ORD-010290,2024-08-06,CUST-9116,Premium Standing Desk,Furniture,Tables,Central,Texas,3,432.24,0.1,1161.76,42.05,Standard Class,Consumer,1296.72,134.96000000000004,387.25333333333333,3.619508332185649,2024-08,2024-08-01,2024Q3,August,8
ORD-010291,2024-08-18,CUST-5448,Ergonomic Office Chair,Furniture,Chairs,West,Washington,2,197.01,0.11,350.28,4.66,Standard Class,Consumer,394.02,43.74000000000001,175.14,1.330364280004568,2024-08,2024-08-01,2024Q3,August,8
ORD-010292,2024-09-02,CUST-9723,Ergonomic Office Chair,Furniture,Chairs,West,Oregon,3,205.72,0.08,565.48,26.16,Standard Class,Consumer,617.16,51.67999999999995,188.49333333333334,4.6261583079861355,2024-09,2024-09-01,2024Q3,September,9
ORD-010293,2024-09-12,CUST-4813,Ergonomic Office Chair,Furniture,Chairs,Central,Minnesota,1,194.3,0.05,185.45,15.2,Standard Class,Home Office,194.3,8.850000000000023,185.45,8.196279320571582,2024-09,2024-09-01,2024Q3,September,9
ORD-010294,2024-09-27,CUST-1054,Desk Organizer Set,Office Supplies,Storage,West,Nevada,2,33.61,0.06,63.42,25.95,Same Day,Consumer,67.22,3.799999999999997,31.71,40.91769157994323,2024-09,2024-09-01,2024Q3,September,9
ORD-010295,2024-09-24,CUST-2116,Wireless Keyboard,Technology,Accessories,Central,Minnesota,3,72.62,0.07,202.98,64.54,Standard Class,Corporate,217.86,14.880000000000024,67.66,31.79623608237265,2024-09,2024-09-01,2024Q3,September,9
ORD-010296,2024-09-08,CUST-7599,Ergonomic Office Chair,Furniture,Chairs,East,Massachusetts,6,201.48,0.17,999.42,-60.67,First Class,Home Office,1208.8799999999999,209.45999999999992,166.57,-6.070520902123231,2024-09,2024-09-01,2024Q3,September,9
ORD-010297,2024-09-16,CUST-4294,Compact Printer,Technology,Printers,East,Pennsylvania,3,141.94,0.04,407.91,10.69,First Class,Consumer,425.82,17.909999999999968,135.97,2.6206761295383783,2024-09,2024-09-01,2024Q3,September,9
ORD-010298,2024-09-08,CUST-2388,Premium Standing Desk,Furniture,Tables,Central,Minnesota,3,456.62,0.06,1284.54,104.86,Second Class,Consumer,1369.8600000000001,85.32000000000016,428.18,8.163233531069489,2024-09,2024-09-01,2024Q3,September,9
ORD-010299,2024-09-20,CUST-3730,Ergonomic Office Chair,Furniture,Chairs,South,Florida,2,207.65,0.18,341.32,-22.92,Second Class,Corporate,415.3,73.98000000000002,170.66,-6.715106058830424,2024-09,2024-09-01,2024Q3,September,9
ORD-010300,2024-09-21,CUST-7920,Wireless Keyboard,Technology,Accessories,West,California,4,72.47,0.09,264.08,78.25,Same Day,Corporate,289.88,25.80000000000001,66.02,29.631172372008486,2024-09,2024-09-01,2024Q3,September,9
ORD-010301,2024-09-28,CUST-4047,Premium Standing Desk,Furniture,Tables,West,Oregon,3,435.79,0.08,1204.91,75.26,Standard Class,Corporate,1307.3700000000001,102.46000000000004,401.6366666666667,6.2461096679420045,2024-09,2024-09-01,2024Q3,September,9
ORD-010303,2024-09-06,CUST-6611,Smart LED Monitor,Technology,Monitors,Central,Minnesota,4,231.92,0.03,897.02,209.9,Standard Class,Consumer,927.68,30.659999999999968,224.255,23.399701232971395,2024-09,2024-09-01,2024Q3,September,9
ORD-010304,2024-09-15,CUST-2935,Premium Standing Desk,Furniture,Tables,West,California,1,454.4,0.08,418.96,27.15,Same Day,Home Office,454.4,35.44,418.96,6.480332251288906,2024-09,2024-09-01,2024Q3,September,9
ORD-010305,2024-09-04,CUST-5092,Premium Notebook Bundle,Office Supplies,Paper,South,Georgia,1,17.51,0.17,14.45,4.27,Second Class,Home Office,17.51,3.0600000000000023,14.45,29.55017301038062,2024-09,2024-09-01,2024Q3,September,9
ORD-010306,2024-09-21,CUST-7326,Smart LED Monitor,Technology,Monitors,East,Pennsylvania,5,233.59,0.09,1060.46,192.03,Standard Class,Consumer,1167.95,107.49000000000001,212.092,18.10817946928691,2024-09,2024-09-01,2024Q3,September,9
ORD-010307,2024-09-26,CUST-8689,Ergonomic Office Chair,Furniture,Chairs,East,Pennsylvania,4,191.85,0.14,657.91,-18.02,Standard Class,Corporate,767.4,109.49000000000001,164.4775,-2.7389764557462266,2024-09,2024-09-01,2024Q3,September,9
ORD-010308,2024-09-12,CUST-2506,Wireless Keyboard,Technology,Accessories,East,New Jersey,5,76.51,0.09,346.71,101.0,Standard Class,Consumer,382.55,35.84000000000003,69.342,29.13097401286378,2024-09,2024-09-01,2024Q3,September,9
ORD-010309,2024-09-06,CUST-7956,Ergonomic Office Chair,Furniture,Chairs,Central,Illinois,2,203.44,0.1,366.96,11.86,Standard Class,Corporate,406.88,39.920000000000016,183.48,3.231959886636146,2024-09,2024-09-01,2024Q3,September,9
ORD-010310,2024-09-23,CUST-3630,Ink Cartridge Pack,Office Supplies,Supplies,East,Massachusetts,2,65.45,0.05,123.71,27.7,Standard Class,Consumer,130.9,7.190000000000012,61.855,22.391075903322285,2024-09,2024-09-01,2024Q3,September,9
ORD-010311,2024-09-08,CUST-8331,Wireless Keyboard,Technology,Accessories,Central,Texas,5,70.51,0.04,338.95,114.44,Standard Class,Corporate,352.55,13.600000000000023,67.78999999999999,33.76309190146039,2024-09,2024-09-01,2024Q3,September,9
ORD-010312,2024-09-17,CUST-5935,Wireless Keyboard,Technology,Accessories,South,Tennessee,3,74.5,0.12,195.97,50.6,Second Class,Consumer,223.5,27.53,65.32333333333334,25.820278614073583,2024-09,2024-09-01,2024Q3,September,9
ORD-010313,2024-09-20,CUST-9701,Ergonomic Office Chair,Furniture,Chairs,West,Nevada,4,219.06,0.09,801.18,39.37,First Class,Corporate,876.24,75.06000000000006,200.295,4.914001847275269,2024-09,2024-09-01,2024Q3,September,9
ORD-010314,2024-09-14,CUST-6099,Ergonomic Office Chair,Furniture,Chairs,South,Florida,3,191.52,0.21,455.08,-52.57,First Class,Corporate,574.5600000000001,119.48000000000008,151.69333333333333,-11.551815065482993,2024-09,2024-09-01,2024Q3,September,9
ORD-010315,2024-09-26,CUST-1259,Compact Printer,Technology,Printers,East,Pennsylvania,3,134.87,0.11,360.39,-18.17,Same Day,Consumer,404.61,44.22000000000003,120.13,-5.041760315214074,2024-09,2024-09-01,2024Q3,September,9
ORD-010316,2024-09-30,CUST-2663,Compact Printer,Technology,Printers,Central,Minnesota,3,134.51,0.06,380.22,4.7,First Class,Home Office,403.53,23.309999999999945,126.74000000000001,1.2361264531060965,2024-09,2024-09-01,2024Q3,September,9
ORD-010317,2024-09-27,CUST-3712,Smart LED Monitor,Technology,Monitors,West,Nevada,1,231.26,0.07,215.65,43.94,Standard Class,Consumer,231.26,15.609999999999985,215.65,20.375608625086944,2024-09,2024-09-01,2024Q3,September,9
ORD-010318,2024-09-19,CUST-2113,Smart LED Monitor,Technology,Monitors,West,Nevada,3,228.56,0.11,611.32,102.02,Standard Class,Corporate,685.6800000000001,74.36000000000001,203.77333333333334,16.688477393181962,2024-09,2024-09-01,2024Q3,September,9
ORD-010319,2024-09-08,CUST-8138,Wireless Keyboard,Technology,Accessories,Central,Texas,3,79.28,0.02,233.1,82.87,Standard Class,Corporate,237.84,4.740000000000009,77.7,35.55126555126555,2024-09,2024-09-01,2024Q3,September,9
ORD-010320,2024-09-04,CUST-3524,Ergonomic Office Chair,Furniture,Chairs,South,Florida,7,200.59,0.24,1072.72,-162.59,Same Day,Consumer,1404.13,331.4100000000001,153.24571428571429,-15.156797673204563,2024-09,2024-09-01,2024Q3,September,9
ORD-010321,2024-09-09,CUST-8914,Desk Organizer Set,Technology,Storage,East,New Jersey,4,34.09,0.1,122.6,45.54,Second Class,Corporate,136.36,13.76000000000002,30.65,37.14518760195759,2024-09,2024-09-01,2024Q3,September,9
ORD-010322,2024-09-04,CUST-7554,Ergonomic Office Chair,Furniture,Chairs,South,Tennessee,4,195.44,0.2,628.69,-60.71,Standard Class,Consumer,781.76,153.06999999999994,157.1725,-9.656587507356566,2024-09,2024-09-01,2024Q3,September,9
ORD-010323,2024-09-24,CUST-7518,Ergonomic Office Chair,Furniture,Chairs,South,Tennessee,5,198.68,0.18,815.21,-59.53,Standard Class,Consumer,993.4000000000001,178.19000000000005,163.042,-7.302412875210068,2024-09,2024-09-01,2024Q3,September,9
ORD-010324,2024-09-24,CUST-3140,Desk Organizer Set,Office Supplies,Storage,Central,Colorado,3,35.75,0.05,101.73,43.65,Standard Class,Corporate,107.25,5.519999999999996,33.910000000000004,42.907696844588614,2024-09,2024-09-01,2024Q3,September,9
ORD-010325,2024-09-11,CUST-6227,Smart LED Monitor,Technology,Monitors,West,Oregon,2,218.57,0.03,425.66,100.53,Standard Class,Consumer,437.14,11.479999999999961,212.83,23.617441150213782,2024-09,2024-09-01,2024Q3,September,9
ORD-010326,2024-09-25,CUST-2445,Ergonomic Office Chair,Furniture,Chairs,East,Massachusetts,4,197.22,0.11,700.94,7.83,Standard Class,Consumer,788.88,87.93999999999994,175.235,1.1170713613148058,2024-09,2024-09-01,2024Q3,September,9
ORD-010327,2024-09-11,CUST-4178,Premium Notebook Bundle,Office Supplies,Paper,Central,Illinois,3,17.25,0.02,50.82,24.2,Standard Class,Consumer,51.75,0.9299999999999997,16.94,47.61904761904761,2024-09,2024-09-01,2024Q3,September,9
ORD-010328,2024-09-22,CUST-7535,Desk Organizer Set,Office Supplies,Storage,Central,Texas,5,35.6,0.05,168.41,71.96,Second Class,Consumer,178.0,9.590000000000003,33.682,42.72905409417493,2024-09,2024-09-01,2024Q3,September,9
